project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_type_id	analytes.analyte_volume	analytes.concentration	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_16s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-THCA	96b95a2c-fb4f-4cba-89e7-a7f0e90db146	TCGA-EL-A3ZR	22d5e7de-d90c-47e0-bd25-ba214562117a	TCGA-EL-A3ZR-11A	1baf2285-f852-45d3-8c4d-02b693990d67	TCGA-EL-A3ZR-11A-11	'--	'--	aff2ea93-5224-437d-9fa1-08fff266d1db	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3ZR-11A-11D	'--
TCGA-THCA	96b95a2c-fb4f-4cba-89e7-a7f0e90db146	TCGA-EL-A3ZR	22d5e7de-d90c-47e0-bd25-ba214562117a	TCGA-EL-A3ZR-11A	1baf2285-f852-45d3-8c4d-02b693990d67	TCGA-EL-A3ZR-11A-11	'--	'--	baf78c10-4345-499c-957e-69ef7e0e8f8e	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3ZR-11A-11W	'--
TCGA-THCA	96b95a2c-fb4f-4cba-89e7-a7f0e90db146	TCGA-EL-A3ZR	22d5e7de-d90c-47e0-bd25-ba214562117a	TCGA-EL-A3ZR-11A	1baf2285-f852-45d3-8c4d-02b693990d67	TCGA-EL-A3ZR-11A-11	1.78	'--	e69b6130-068a-41ab-812b-145a74af73d4	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.27	8.0	UV Spec	released	TCGA-EL-A3ZR-11A-11R	'--
TCGA-THCA	96b95a2c-fb4f-4cba-89e7-a7f0e90db146	TCGA-EL-A3ZR	6ce2f367-4f07-444c-9826-6f135c8a5c3b	TCGA-EL-A3ZR-01A	6023c83c-2b34-46ff-bf60-2c4230b2b447	TCGA-EL-A3ZR-01A-11	'--	'--	0262d978-0851-4c39-9677-df54ff91f8fc	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3ZR-01A-11D	'--
TCGA-THCA	96b95a2c-fb4f-4cba-89e7-a7f0e90db146	TCGA-EL-A3ZR	6ce2f367-4f07-444c-9826-6f135c8a5c3b	TCGA-EL-A3ZR-01A	6023c83c-2b34-46ff-bf60-2c4230b2b447	TCGA-EL-A3ZR-01A-11	1.8	'--	4159460f-8f4f-4e16-bed9-34e29ce01edb	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.53	8.9	UV Spec	released	TCGA-EL-A3ZR-01A-11R	'--
TCGA-THCA	96b95a2c-fb4f-4cba-89e7-a7f0e90db146	TCGA-EL-A3ZR	6ce2f367-4f07-444c-9826-6f135c8a5c3b	TCGA-EL-A3ZR-01A	6023c83c-2b34-46ff-bf60-2c4230b2b447	TCGA-EL-A3ZR-01A-11	'--	'--	d97e5d8f-2e13-4761-bab3-b54888af08a7	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3ZR-01A-11W	'--
TCGA-THCA	f3665b89-957b-4d7b-b67f-39615c47d28b	TCGA-E8-A3X7	1f3a581d-ad26-4d99-a402-354a822353ae	TCGA-E8-A3X7-10A	3e3e0bbf-ae44-4bbb-b0b4-0054a0fb7d19	TCGA-E8-A3X7-10A-01	'--	'--	340aa999-e377-48fa-a41b-40094945044f	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-E8-A3X7-10A-01W	'--
TCGA-THCA	f3665b89-957b-4d7b-b67f-39615c47d28b	TCGA-E8-A3X7	1f3a581d-ad26-4d99-a402-354a822353ae	TCGA-E8-A3X7-10A	3e3e0bbf-ae44-4bbb-b0b4-0054a0fb7d19	TCGA-E8-A3X7-10A-01	'--	'--	5d7ba08b-b731-4d2b-b073-5ca36042c557	'--	DNA	'--	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-E8-A3X7-10A-01D	'--
TCGA-THCA	f3665b89-957b-4d7b-b67f-39615c47d28b	TCGA-E8-A3X7	3bab28aa-fd05-419c-9caf-b3c7543a7690	TCGA-E8-A3X7-01A	098ddf06-3051-4a6d-b72d-0b883eb3a3c4	TCGA-E8-A3X7-01A-11	1.84	'--	6662e4f2-f6a8-4325-a075-bd79c8b60679	'--	RNA	'--	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.6	7.7	UV Spec	released	TCGA-E8-A3X7-01A-11R	'--
TCGA-THCA	f3665b89-957b-4d7b-b67f-39615c47d28b	TCGA-E8-A3X7	3bab28aa-fd05-419c-9caf-b3c7543a7690	TCGA-E8-A3X7-01A	098ddf06-3051-4a6d-b72d-0b883eb3a3c4	TCGA-E8-A3X7-01A-11	'--	'--	c04c72c2-c737-4184-9250-281deace6b84	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-E8-A3X7-01A-11W	'--
TCGA-THCA	f3665b89-957b-4d7b-b67f-39615c47d28b	TCGA-E8-A3X7	3bab28aa-fd05-419c-9caf-b3c7543a7690	TCGA-E8-A3X7-01A	098ddf06-3051-4a6d-b72d-0b883eb3a3c4	TCGA-E8-A3X7-01A-11	'--	'--	f972bdd3-8701-4902-b1b5-ca664cb3f3c7	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-E8-A3X7-01A-11D	'--
TCGA-THCA	471636d5-9eca-49df-872a-c2a2cac61838	TCGA-EL-A3CN	cd834fe0-00d5-431c-b8a4-cdc1ec3e1387	TCGA-EL-A3CN-01A	49f169de-c75b-4444-8317-09305e604064	TCGA-EL-A3CN-01A-12	1.84	'--	25a4b447-e9d7-4182-959c-73a1e096afc7	'--	RNA	'--	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.5	7.7	UV Spec	released	TCGA-EL-A3CN-01A-12R	'--
TCGA-THCA	471636d5-9eca-49df-872a-c2a2cac61838	TCGA-EL-A3CN	cd834fe0-00d5-431c-b8a4-cdc1ec3e1387	TCGA-EL-A3CN-01A	49f169de-c75b-4444-8317-09305e604064	TCGA-EL-A3CN-01A-12	'--	'--	2a54457d-f0c2-4be0-bf6f-f08fd3b8fa7f	'--	DNA	'--	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3CN-01A-12D	'--
TCGA-THCA	471636d5-9eca-49df-872a-c2a2cac61838	TCGA-EL-A3CN	cd834fe0-00d5-431c-b8a4-cdc1ec3e1387	TCGA-EL-A3CN-01A	49f169de-c75b-4444-8317-09305e604064	TCGA-EL-A3CN-01A-12	'--	'--	c2cfd0f7-b73d-4ec4-9be2-a104665ca1a5	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3CN-01A-12W	'--
TCGA-THCA	471636d5-9eca-49df-872a-c2a2cac61838	TCGA-EL-A3CN	ce7159ba-e43b-49ab-a1cd-33d33bfb2f3b	TCGA-EL-A3CN-10A	9c9f2bad-db36-4407-af17-d477af17247c	TCGA-EL-A3CN-10A-01	'--	'--	05990d79-d143-4375-b205-16a643c99d42	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3CN-10A-01W	'--
TCGA-THCA	471636d5-9eca-49df-872a-c2a2cac61838	TCGA-EL-A3CN	ce7159ba-e43b-49ab-a1cd-33d33bfb2f3b	TCGA-EL-A3CN-10A	9c9f2bad-db36-4407-af17-d477af17247c	TCGA-EL-A3CN-10A-01	'--	'--	7e4a2bef-d026-4321-8ed7-a704347011d6	'--	DNA	'--	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3CN-10A-01D	'--
TCGA-THCA	2c9e8686-9757-4e05-8d0e-efeaa3045d66	TCGA-CE-A481	0ebd81b4-420c-479e-8273-bf81d96eeff0	TCGA-CE-A481-10A	e82c1deb-4cba-41b8-a53b-a5e2e7c076b7	TCGA-CE-A481-10A-01	'--	'--	229e55d2-285a-4d72-8667-2dca70f8580c	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-CE-A481-10A-01W	'--
TCGA-THCA	2c9e8686-9757-4e05-8d0e-efeaa3045d66	TCGA-CE-A481	0ebd81b4-420c-479e-8273-bf81d96eeff0	TCGA-CE-A481-10A	e82c1deb-4cba-41b8-a53b-a5e2e7c076b7	TCGA-CE-A481-10A-01	'--	'--	98bd0720-e8e4-49ac-ba2f-bf5b733fff2f	'--	DNA	'--	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-CE-A481-10A-01D	'--
TCGA-THCA	2c9e8686-9757-4e05-8d0e-efeaa3045d66	TCGA-CE-A481	abce8a03-68a7-45ba-bfac-eefe95702c56	TCGA-CE-A481-01A	3a3f562f-ee3e-40f1-9f96-2dba5be082e0	TCGA-CE-A481-01A-21	'--	'--	704aebaa-55b5-467d-a403-ef7d2bfcdca9	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-CE-A481-01A-21W	'--
TCGA-THCA	2c9e8686-9757-4e05-8d0e-efeaa3045d66	TCGA-CE-A481	abce8a03-68a7-45ba-bfac-eefe95702c56	TCGA-CE-A481-01A	3a3f562f-ee3e-40f1-9f96-2dba5be082e0	TCGA-CE-A481-01A-21	2.02	'--	ac0a6aad-a4e3-4892-b7db-127c60943f62	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.46	8.1	UV Spec	released	TCGA-CE-A481-01A-21R	'--
TCGA-THCA	2c9e8686-9757-4e05-8d0e-efeaa3045d66	TCGA-CE-A481	abce8a03-68a7-45ba-bfac-eefe95702c56	TCGA-CE-A481-01A	3a3f562f-ee3e-40f1-9f96-2dba5be082e0	TCGA-CE-A481-01A-21	'--	'--	e314f542-e02b-4036-b5a9-76f8926614fb	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-CE-A481-01A-21D	'--
TCGA-THCA	6ba76174-620e-4851-857a-d0adbfd6f3e6	TCGA-BJ-A28Z	d186595f-2f60-4da1-9e19-ef9866667cbc	TCGA-BJ-A28Z-10A	8397ba8d-406d-439d-8f12-86bade1e5fdb	TCGA-BJ-A28Z-10A-01	1.83	'--	6b89ee3c-2468-4455-a784-bd438309a738	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A28Z-10A-01D	'--
TCGA-THCA	6ba76174-620e-4851-857a-d0adbfd6f3e6	TCGA-BJ-A28Z	d186595f-2f60-4da1-9e19-ef9866667cbc	TCGA-BJ-A28Z-10A	8397ba8d-406d-439d-8f12-86bade1e5fdb	TCGA-BJ-A28Z-10A-01	'--	'--	bd2bc766-bda7-4c5e-886c-46889ec95585	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A28Z-10A-01W	'--
TCGA-THCA	6ba76174-620e-4851-857a-d0adbfd6f3e6	TCGA-BJ-A28Z	d9689254-afe2-4544-af54-e02670bd5ebd	TCGA-BJ-A28Z-01A	10eb8614-9e14-4997-ab5c-0328ca0d7a15	TCGA-BJ-A28Z-01A-11	1.88	'--	5caab4c7-bb20-49f2-8d26-4faf161b2b85	'--	RNA	'--	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.2	7.3	UV Spec	released	TCGA-BJ-A28Z-01A-11R	'--
TCGA-THCA	6ba76174-620e-4851-857a-d0adbfd6f3e6	TCGA-BJ-A28Z	d9689254-afe2-4544-af54-e02670bd5ebd	TCGA-BJ-A28Z-01A	10eb8614-9e14-4997-ab5c-0328ca0d7a15	TCGA-BJ-A28Z-01A-11	1.81	'--	7024e6ec-91d5-4da6-abf1-9f8dc2d4a446	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A28Z-01A-11D	'--
TCGA-THCA	6ba76174-620e-4851-857a-d0adbfd6f3e6	TCGA-BJ-A28Z	d9689254-afe2-4544-af54-e02670bd5ebd	TCGA-BJ-A28Z-01A	10eb8614-9e14-4997-ab5c-0328ca0d7a15	TCGA-BJ-A28Z-01A-11	'--	'--	c5549bf8-84ee-416e-b85d-b6b605dcc27d	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A28Z-01A-11W	'--
TCGA-THCA	f854ce67-c586-4424-a674-2dd67ad0ed7f	TCGA-EM-A4FN	551d0a51-c755-43ef-acf7-88b598f06c9b	TCGA-EM-A4FN-01A	1041ffc6-d80b-4f19-877d-df9e4fcf3e7d	TCGA-EM-A4FN-01A-11	1.87	'--	1bdb1066-ea67-4a03-ba31-3faad2fabb07	'--	RNA	'--	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.61	8.2	UV Spec	released	TCGA-EM-A4FN-01A-11R	'--
TCGA-THCA	f854ce67-c586-4424-a674-2dd67ad0ed7f	TCGA-EM-A4FN	551d0a51-c755-43ef-acf7-88b598f06c9b	TCGA-EM-A4FN-01A	1041ffc6-d80b-4f19-877d-df9e4fcf3e7d	TCGA-EM-A4FN-01A-11	'--	'--	5d4cbf88-a24f-414b-be98-bd84fa238ea0	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A4FN-01A-11W	'--
TCGA-THCA	f854ce67-c586-4424-a674-2dd67ad0ed7f	TCGA-EM-A4FN	551d0a51-c755-43ef-acf7-88b598f06c9b	TCGA-EM-A4FN-01A	1041ffc6-d80b-4f19-877d-df9e4fcf3e7d	TCGA-EM-A4FN-01A-11	'--	'--	800cc88b-976b-4147-984b-95191607a570	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A4FN-01A-11D	'--
TCGA-THCA	f854ce67-c586-4424-a674-2dd67ad0ed7f	TCGA-EM-A4FN	985926f0-52b2-4b67-95d6-a8cb0d9fb42b	TCGA-EM-A4FN-10A	b1c93fad-a4ef-43bc-888d-3f1508720ecc	TCGA-EM-A4FN-10A-01	'--	'--	7b3d0b98-843d-4606-8633-8802c2c33247	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A4FN-10A-01W	'--
TCGA-THCA	f854ce67-c586-4424-a674-2dd67ad0ed7f	TCGA-EM-A4FN	985926f0-52b2-4b67-95d6-a8cb0d9fb42b	TCGA-EM-A4FN-10A	b1c93fad-a4ef-43bc-888d-3f1508720ecc	TCGA-EM-A4FN-10A-01	'--	'--	97fe85c2-2200-41f0-b012-239bc43535d7	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A4FN-10A-01D	'--
TCGA-THCA	b305b716-5ae5-421b-b3c9-0824d37b08a8	TCGA-DJ-A3VB	23fc8620-437c-406d-8886-5c159ca87576	TCGA-DJ-A3VB-10A	2745623c-c040-43b2-aab2-e5625a716871	TCGA-DJ-A3VB-10A-01	'--	'--	50660b75-0691-4a99-a708-697419eed0ca	'--	DNA	'--	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3VB-10A-01D	'--
TCGA-THCA	b305b716-5ae5-421b-b3c9-0824d37b08a8	TCGA-DJ-A3VB	23fc8620-437c-406d-8886-5c159ca87576	TCGA-DJ-A3VB-10A	2745623c-c040-43b2-aab2-e5625a716871	TCGA-DJ-A3VB-10A-01	'--	'--	a7e4f79f-00f3-427b-8d62-455d0a8645a1	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3VB-10A-01W	'--
TCGA-THCA	b305b716-5ae5-421b-b3c9-0824d37b08a8	TCGA-DJ-A3VB	e3325e6d-c54e-47c2-a50c-e4071312dfc9	TCGA-DJ-A3VB-01A	0f294d65-f1d7-4852-9b9a-5a98facb3985	TCGA-DJ-A3VB-01A-11	'--	'--	5e321c56-08b4-4fdf-8a4c-7f9ef7d2dedc	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3VB-01A-11D	'--
TCGA-THCA	b305b716-5ae5-421b-b3c9-0824d37b08a8	TCGA-DJ-A3VB	e3325e6d-c54e-47c2-a50c-e4071312dfc9	TCGA-DJ-A3VB-01A	0f294d65-f1d7-4852-9b9a-5a98facb3985	TCGA-DJ-A3VB-01A-11	'--	'--	8471d61f-9335-4ac8-a807-e2a067c50d8f	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3VB-01A-11W	'--
TCGA-THCA	b305b716-5ae5-421b-b3c9-0824d37b08a8	TCGA-DJ-A3VB	e3325e6d-c54e-47c2-a50c-e4071312dfc9	TCGA-DJ-A3VB-01A	0f294d65-f1d7-4852-9b9a-5a98facb3985	TCGA-DJ-A3VB-01A-11	1.83	'--	fa93e9da-a401-4d42-9ad2-7646b2d7bd6f	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	8.4	UV Spec	released	TCGA-DJ-A3VB-01A-11R	'--
TCGA-THCA	4d1aec67-c345-4721-8ee8-356b0dff009b	TCGA-FY-A3ON	1392a49c-87bc-45e7-b7d2-acd53e921467	TCGA-FY-A3ON-01A	8b5ddb1d-5510-4cda-b9fe-dd95fd2ab1ea	TCGA-FY-A3ON-01A-11	'--	'--	358fc340-83d2-43c1-ad83-918e41ea17df	'--	DNA	'--	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FY-A3ON-01A-11D	'--
TCGA-THCA	4d1aec67-c345-4721-8ee8-356b0dff009b	TCGA-FY-A3ON	1392a49c-87bc-45e7-b7d2-acd53e921467	TCGA-FY-A3ON-01A	8b5ddb1d-5510-4cda-b9fe-dd95fd2ab1ea	TCGA-FY-A3ON-01A-11	'--	'--	73d8b143-9123-4636-9a53-7d0b5136ad89	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FY-A3ON-01A-11W	'--
TCGA-THCA	4d1aec67-c345-4721-8ee8-356b0dff009b	TCGA-FY-A3ON	1392a49c-87bc-45e7-b7d2-acd53e921467	TCGA-FY-A3ON-01A	8b5ddb1d-5510-4cda-b9fe-dd95fd2ab1ea	TCGA-FY-A3ON-01A-11	1.86	'--	b34b80f5-3e28-4a03-bf74-de40f1658476	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.5	9.3	UV Spec	released	TCGA-FY-A3ON-01A-11R	'--
TCGA-THCA	4d1aec67-c345-4721-8ee8-356b0dff009b	TCGA-FY-A3ON	ee84b90f-55b5-4837-959c-51f9ba8062f8	TCGA-FY-A3ON-10A	01603489-20d2-4d6f-af8a-a38c1f007a40	TCGA-FY-A3ON-10A-01	'--	'--	1ec8dc02-5fa2-4b4f-9c93-63f5e599d6d5	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FY-A3ON-10A-01W	'--
TCGA-THCA	4d1aec67-c345-4721-8ee8-356b0dff009b	TCGA-FY-A3ON	ee84b90f-55b5-4837-959c-51f9ba8062f8	TCGA-FY-A3ON-10A	01603489-20d2-4d6f-af8a-a38c1f007a40	TCGA-FY-A3ON-10A-01	'--	'--	8b30717d-277c-4a7b-8baa-f01099922475	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FY-A3ON-10A-01D	'--
TCGA-THCA	4481d84d-109e-44a0-bcb4-e6e61bdce796	TCGA-ET-A25L	517cf62f-a089-4bbe-b398-1913dee1514f	TCGA-ET-A25L-10A	7a9388b8-41d2-4575-a16c-6394478634e5	TCGA-ET-A25L-10A-01	'--	'--	81cdaed7-bce0-4b5c-95e3-9805491209fc	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-ET-A25L-10A-01W	'--
TCGA-THCA	4481d84d-109e-44a0-bcb4-e6e61bdce796	TCGA-ET-A25L	517cf62f-a089-4bbe-b398-1913dee1514f	TCGA-ET-A25L-10A	7a9388b8-41d2-4575-a16c-6394478634e5	TCGA-ET-A25L-10A-01	2.2	'--	d67a561f-0b27-4226-8db4-b9a304ee535b	'--	DNA	'--	'--	0.18	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-ET-A25L-10A-01D	'--
TCGA-THCA	4481d84d-109e-44a0-bcb4-e6e61bdce796	TCGA-ET-A25L	7d90939f-bab7-4a39-8d57-79540142bb63	TCGA-ET-A25L-01A	3f40749d-9ccc-4ebf-a548-2340543a4ace	TCGA-ET-A25L-01A-11	1.83	'--	9b3a8b3e-7dc1-4090-89ca-3f67bdff8688	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	0.9	7.1	UV Spec	released	TCGA-ET-A25L-01A-11R	'--
TCGA-THCA	4481d84d-109e-44a0-bcb4-e6e61bdce796	TCGA-ET-A25L	7d90939f-bab7-4a39-8d57-79540142bb63	TCGA-ET-A25L-01A	3f40749d-9ccc-4ebf-a548-2340543a4ace	TCGA-ET-A25L-01A-11	'--	'--	cb2de68f-8df1-4d5c-81be-9e191f469922	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-ET-A25L-01A-11W	'--
TCGA-THCA	4481d84d-109e-44a0-bcb4-e6e61bdce796	TCGA-ET-A25L	7d90939f-bab7-4a39-8d57-79540142bb63	TCGA-ET-A25L-01A	3f40749d-9ccc-4ebf-a548-2340543a4ace	TCGA-ET-A25L-01A-11	1.93	'--	cec12de7-3e0c-4327-a041-7b5ed63a324e	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-ET-A25L-01A-11D	'--
TCGA-THCA	80da6e75-b7ad-47a6-9923-1e21a519a968	TCGA-CE-A483	222eaf1f-a7cb-4fb7-b78f-b1c58c4e15d0	TCGA-CE-A483-01A	d8a65c91-fa6e-490c-88fe-0c836579e408	TCGA-CE-A483-01A-11	'--	'--	4518de4d-a18a-4f45-8ef1-0f60bab53350	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-CE-A483-01A-11D	'--
TCGA-THCA	80da6e75-b7ad-47a6-9923-1e21a519a968	TCGA-CE-A483	222eaf1f-a7cb-4fb7-b78f-b1c58c4e15d0	TCGA-CE-A483-01A	d8a65c91-fa6e-490c-88fe-0c836579e408	TCGA-CE-A483-01A-11	'--	'--	536d1d3a-ecf8-43e7-a997-3c4ec59cc660	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-CE-A483-01A-11W	'--
TCGA-THCA	80da6e75-b7ad-47a6-9923-1e21a519a968	TCGA-CE-A483	222eaf1f-a7cb-4fb7-b78f-b1c58c4e15d0	TCGA-CE-A483-01A	d8a65c91-fa6e-490c-88fe-0c836579e408	TCGA-CE-A483-01A-11	2.02	'--	dc11bcaf-dafe-47b9-aa7f-bb0c75d94087	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.73	8.6	UV Spec	released	TCGA-CE-A483-01A-11R	'--
TCGA-THCA	80da6e75-b7ad-47a6-9923-1e21a519a968	TCGA-CE-A483	618a88ce-6d32-47bb-9e45-2423ff3f1c2b	TCGA-CE-A483-10A	0ab83069-8a9e-46c2-a110-d439b19d8a0d	TCGA-CE-A483-10A-01	'--	'--	8edc9b0b-5881-4bc5-af5d-6c11c1a3d953	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-CE-A483-10A-01W	'--
TCGA-THCA	80da6e75-b7ad-47a6-9923-1e21a519a968	TCGA-CE-A483	618a88ce-6d32-47bb-9e45-2423ff3f1c2b	TCGA-CE-A483-10A	0ab83069-8a9e-46c2-a110-d439b19d8a0d	TCGA-CE-A483-10A-01	'--	'--	f299338e-95d8-4981-ade5-663892709bef	'--	DNA	'--	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-CE-A483-10A-01D	'--
TCGA-THCA	8a3659a8-2a85-4bab-8bf3-55795922474c	TCGA-EM-A1YD	ad5054bb-96d0-47cc-bb8c-f36e58784a31	TCGA-EM-A1YD-01A	23dc93a3-d763-4a58-a871-0f728cdec699	TCGA-EM-A1YD-01A-11	'--	'--	76f520e9-4594-43f4-8e8f-cfea3625da16	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A1YD-01A-11W	'--
TCGA-THCA	8a3659a8-2a85-4bab-8bf3-55795922474c	TCGA-EM-A1YD	ad5054bb-96d0-47cc-bb8c-f36e58784a31	TCGA-EM-A1YD-01A	23dc93a3-d763-4a58-a871-0f728cdec699	TCGA-EM-A1YD-01A-11	1.98	'--	89071317-bb74-4618-b528-11cf17e8699d	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-EM-A1YD-01A-11D	'--
TCGA-THCA	8a3659a8-2a85-4bab-8bf3-55795922474c	TCGA-EM-A1YD	ad5054bb-96d0-47cc-bb8c-f36e58784a31	TCGA-EM-A1YD-01A	23dc93a3-d763-4a58-a871-0f728cdec699	TCGA-EM-A1YD-01A-11	1.72	'--	fb9db154-c2ef-4022-bc18-0c89f7a73b5d	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.7	8.4	UV Spec	released	TCGA-EM-A1YD-01A-11R	'--
TCGA-THCA	8a3659a8-2a85-4bab-8bf3-55795922474c	TCGA-EM-A1YD	b5efe349-b8d1-4b10-95d7-24b2233c1afb	TCGA-EM-A1YD-11A	c6b39b31-99ab-49e2-bcc1-b05c3325ef41	TCGA-EM-A1YD-11A-11	2.08	'--	290293cb-7885-4f2c-a32c-fbb5412b0b0e	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-EM-A1YD-11A-11D	'--
TCGA-THCA	8a3659a8-2a85-4bab-8bf3-55795922474c	TCGA-EM-A1YD	b5efe349-b8d1-4b10-95d7-24b2233c1afb	TCGA-EM-A1YD-11A	c6b39b31-99ab-49e2-bcc1-b05c3325ef41	TCGA-EM-A1YD-11A-11	'--	'--	9c9002e2-1287-4513-85ec-1cb62cc412cc	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A1YD-11A-11W	'--
TCGA-THCA	c8d62754-1601-40c0-98ef-e5bb94306b92	TCGA-ET-A40S	2d7c3a2e-27d5-4851-9e5f-81e77ac2ac62	TCGA-ET-A40S-01A	cf413bef-03af-4b82-bba2-f2a7d5954370	TCGA-ET-A40S-01A-11	'--	'--	8185060d-bf5b-483f-877f-1a9f7ac2534f	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-ET-A40S-01A-11D	'--
